source_key,source_page,source_position,name,comment,created_at
gameslice:p187:c3,187,3,Abe,Definitely worth the small price. Couldn't put it down until I finished reading it.,2011-05-18 06:59:00
gameslice:p187:c4,187,4,Arnaud,"I live in Bellevue and have been trying to visit Valve for a while now, it's like they're hiding! :(",2011-05-18 06:57:00
gameslice:p187:c5,187,5,Prescott,Long live Valve!,2011-05-18 06:49:00
gameslice:p187:c6,187,6,Dev Chang,So this is what legends are made out of.,2011-05-18 06:46:00
gameslice:p187:c7,187,7,Alex,"i wasn't expecting to be too bothered about this, but this was actually really interesting (i want to try two bots one wrench :P)",2011-05-18 06:30:00
gameslice:p187:c8,187,8,Michael,"I'd love to see something like this for other games in the future, it was a fascinating read",2011-05-18 06:23:00
gameslice:p187:c9,187,9,Kevin,Very interesting to see more of the inner-workings of Valve as a company and their community-like work place. I have an ever greater respect for valve than I already had before viewing this.,2011-05-18 06:23:00
gameslice:p187:c10,187,10,Imran,Interesting product. $2 dolllars well spent. Feels like an iPhone application.,2011-05-18 06:16:00
gameslice:p188:c1,188,1,Ccartoon,"Great Work, thank you guys¡¡¡.",2011-05-18 06:14:00
gameslice:p188:c2,188,2,Wiichess,Leave it to Valve to give what the players want. Nice Work!!,2011-05-18 06:12:00
gameslice:p188:c3,188,3,Max Roahrig,"Awesome read, sir. Going back to read Final Hours of Half-Life now.",2011-05-18 06:07:00
gameslice:p188:c4,188,4,SamuelKPeter,"Awesome job. I have read ""The Final Hours of Half-Life"", and this is even more better. Here's me hoping you make more of these.",2011-05-18 06:01:00
gameslice:p188:c5,188,5,Octopi,"Would it be wrong to say that this inspires me beyond belief? What these guys (and gals) do everyday, is my complete dream. Words cannot comprehend how much I would love to meet each and every one of the team members of Valve, and work with them someday. Someday...",2011-05-18 05:59:00
gameslice:p188:c6,188,6,Kevin,"When I first saw this advertised as an app for the IPad, I thought, wow wish I had an iPad. Then saw it here on Steam to buy. Well worth the 1.99 charge to read and understand all the working behing the scenes of creating a game. Well written and distributed. And just wanted to say thanks to Valve for sucha great game. Great Job !!!",2011-05-18 05:50:00
gameslice:p188:c7,188,7,SlimeCounty,"""Never thought I'd pay to read about the making of a game. But it was well worth it.""

agreed!...word.",2011-05-18 05:49:00
gameslice:p188:c8,188,8,ЭЄ | Duke Nukem. [TeamButtsex],Very Cool Value. Very cool id deff buy more of these :D  i wanna know more story of teamfortress 2 my Fave Game <3 Love you guys,2011-05-18 05:48:00
gameslice:p188:c9,188,9,Fax,Loved the book — very nice. One glitch was that none of the polls were working...,2011-05-18 05:45:00
gameslice:p188:c10,188,10,John McCracken,"Really great. Odd that I spent money to read a backstory on a game, but POtal 2 is worth it. So amazingly developed and I got to see how it grew. Awesome stories and as always it just screamed valve. Keep up the great work, you guys are the best out there.",2011-05-18 05:43:00
gameslice:p189:c1,189,1,Eric,"And this is why I love Valve. Pure dedication that clearly shows in thier games. Thanks so much for Portal, Half-Life, and everything else. And thanks for this sweet behind the scenes look at Portal 2. Really enjoyed it.",2011-05-18 05:40:00
gameslice:p189:c2,189,2,MaRsun,I'm Happy! =),2011-05-18 05:36:00
gameslice:p189:c3,189,3,Kreg,"Absolutely fantastic. Like the game, it was bittersweet when it ended.",2011-05-18 05:36:00
gameslice:p189:c4,189,4,Joe Grencho,"Very well written and laid out. It really shows you how much work the team puts into it's games, and also how even a failed experiment can help complete future ones.",2011-05-18 05:36:00
gameslice:p189:c5,189,5,Tomas,Amazing work !,2011-05-18 05:34:00
gameslice:p189:c6,189,6,Shane,Fantasic read. Love the inside stories of the people at Valve.,2011-05-18 05:18:00
gameslice:p189:c7,189,7,Tim,Loved this,2011-05-18 05:17:00
gameslice:p189:c8,189,8,Max,That was actually a very enjoyable read. Now back to testing.,2011-05-18 05:14:00
gameslice:p189:c9,189,9,Shugo,"My respect for Valve and all the amazing people within has grown even more. It seems like an amazing place to work. Well done on Portal 2, Valve, and thanks a lot for this insight into the strange yet incredible series of unconventional processes that is Valve.",2011-05-18 05:07:00
gameslice:p189:c10,189,10,KmScMT,Book is super. 2 bucks well spent.,2011-05-18 05:06:00
gameslice:p190:c1,190,1,Chris,"Terribly interesting, and whenever I play the game, I will feel more connected to it.",2011-05-18 04:59:00
gameslice:p190:c2,190,2,isellion,"Thank you for this excellent story of creativity and perseverance. We all look forward to your next game or idea to flash across our screens. Take care, and hey, get some sleep!",2011-05-18 04:57:00
gameslice:p190:c3,190,3,Ole,Very well done. Just the right amount of interactivity.,2011-05-18 04:57:00
gameslice:p190:c4,190,4,Benjamin Edgar Edge 3rd,"Well written and one of the first things I've cared to read in a long time. As a person that has yet to play Portal 2, I for one really enjoyed the insight.",2011-05-18 04:53:00
gameslice:p190:c5,190,5,Steve,"Very well done - I enjoyed reading it. However, some of the interactive scrolling is a bit weird on OSX.",2011-05-18 04:44:00
gameslice:p190:c6,190,6,Anton,Хорошо :),2011-05-18 04:43:00
gameslice:p190:c7,190,7,Duggar A.K.A. Nevose,"So when is Half-Life 3? We all need more crow bar swinging action, like a sick man with a fever for more cow bell!

Enjoyed the game very much, thank you.",2011-05-18 04:42:00
gameslice:p190:c8,190,8,Aaron Estman (#valvearg2 on irc.gamesurge.net),Absolutely awesome. Loved reading this.,2011-05-18 04:34:00
gameslice:p190:c9,190,9,Blackops,"Well worth 1.99.  I'll have to keep an eye out for the next ""The Final Hours"".",2011-05-18 04:29:00
gameslice:p190:c10,190,10,Laura,"Bought this thinking that maybe, one day, I'd take the time to read through it. Once it finished downloading, however... I started reading, and never stopped.",2011-05-18 04:18:00
gameslice:p191:c1,191,1,Craig,"wow. what an awesome thing to have read. you valve never not amaze me, weather its with game realises or steam, you are honestly the best gaming franchies out there in my opinion. keep up the good work & everytime you realise a game do a book like this, its really nice to read & know the insides and out of making the games. ty for the good read & the amazing effort of you guys, Great sequal!",2011-05-18 04:16:00
gameslice:p191:c2,191,2,Superkoffee,I LOVE READING AND LEARNING ABOUT VALVE!!!,2011-05-18 04:14:00
gameslice:p191:c3,191,3,Nathan,"Saw this in the store and saw a price of $1.99. I figured, eh two bucks. Best two bucks I've ever spent. Very well written and enjoyed every page. Not often I spend three hours reading. Its nice to see the story behind the story. How much work and effort goes into making a game such as this. 

Its also nice to see the young generation, showing what it can do and get noticed and apreciated by big name companies such as Valve. Way to go guys. 

Now, where is the ending to Half-Life? ;)",2011-05-18 04:08:00
gameslice:p191:c4,191,4,Jesse,Wasnt sure what to expect but this wa well worth is and an excellent read! I will always contonue to support Valve.,2011-05-18 04:07:00
gameslice:p191:c5,191,5,"Rhydian \""Cool Welshy\"" John","An excellent story, for an excellent game. Wear your newest jewel in the crown as proudly as you can, Valve.",2011-05-18 04:06:00
gameslice:p191:c6,191,6,Colm,"Great buy, cheers guys. Love all the crew at Valve.",2011-05-18 04:06:00
gameslice:p191:c7,191,7,Konstantin,whether the Russian version THE FINAL HOURS OF PORTAL2 ????,2011-05-18 04:04:00
gameslice:p191:c8,191,8,Matt,"Great read, wasted most of my night with it! Was very informative, I learned a lot about Valve I never knew before. Funny quotes, great visuals. Amazing. Definatley worth the 2 bucks!",2011-05-18 03:55:00
gameslice:p191:c9,191,9,Barry,Amazing work Geoff.  It is great to read the personal stories behind the work.,2011-05-18 03:54:00
gameslice:p191:c10,191,10,STrRedWolf,Thanks for having Valve put this article up on Steam! Well worth the read.,2011-05-18 03:38:00
gameslice:p192:c1,192,1,Jordan,"Loved reading it! If I may use such an antiquated phrase it was a ""page turner"". a few of the interactive elements did not work however including the polls and the companion cube drag page.",2011-05-18 03:37:00
gameslice:p192:c2,192,2,Alex Gross,"Man, that was a terrific story of all the things that made portal and portal 2. There were things I had already known, like Tag and Narbacular Drop that added to portal 2's expiriance, and things i didn't know about, like the two robots shown earlier. Thanks for the great insite to portal 2!",2011-05-18 03:36:00
gameslice:p192:c3,192,3,Gustavo,"The most amazing and incredible art of my life.
I can die in peace now.
Thanks Geoff for bring this on Steam.",2011-05-18 03:33:00
gameslice:p192:c4,192,4,Maverick,"Beautiful, absolutly love it, i saw this and i had to buy it, i love learning on how valve never fails to amaze me when it comes down to building games, i skimmed most and read a couple articles, this is the first thing im going to look forward to when i come home. the 45 minute video with gabe and the students is very intresting, more or less a rare video and im glad you guys put some interactive pictures and early depictions of what P-body and Atlas would look like, very cool. best of luck valve, keep pumping that gold",2011-05-18 03:30:00
gameslice:p192:c5,192,5,Ace,Interesting interactive book about the behind-the-scenes of Portal 2.,2011-05-18 03:29:00
gameslice:p192:c6,192,6,User FreeHomeBrew,"I love this book, totally worth the read.

Great story about the people and the development behind the awesome game. Gabe Newells Experiment showed me he had a great deal of ""Cave Johnson"" in his blood in that he's not afraid of experimenting on a large scale.

Some of the decisions that have been made are now clear to me as to why they were made, like why the diversity vents were cut at the last moment.

The reason I bought this book was to read up on the creative process behind the game. This will inspire me to author new portal 2 maps using Hammer and  the authoring tools. The original maps were barely challenging (to me, I've seen plenty of players who have trouble with them) so I'd like to cater to the people looking for more chalenging maps. This book has certainly given me some insight into the proces and background of such an undertaking.

Thanks to everyone who worked on this game and this book!",2011-05-18 03:24:00
gameslice:p192:c7,192,7,Haigotron,eye opening! :D really interesting!,2011-05-18 03:24:00
gameslice:p192:c8,192,8,Emol,This is totally amazing. I want more things like this on Steam. I love to know how work the people who inspires me.,2011-05-18 03:22:00
gameslice:p192:c9,192,9,Austin,"I think every game should have a published story behind it. This and Half Life 2: Raising the Bar tells the ups and downs of the gaming industry today as well as the personal challenges and history of team memebers. Great read, fully recommend it to Portal fans and people looking into the gaming industry.",2011-05-18 03:21:00
gameslice:p192:c10,192,10,Chester,An interesting look behind the scenes of Portal 2.  I'm suprised at how many iterations it went through!,2011-05-18 03:17:00
gameslice:p193:c1,193,1,Brian Cagle,Damn good telling of the creation of Portal 2. It feels like I was reading Half-Life 2 Raising the Bar all over again. Well worth reading and well worth the time spent reading it,2011-05-18 03:04:00
gameslice:p193:c2,193,2,Eric Swisher,"Valve is my favorite game developer of all time. It's been that way ever since I first played Half-Life, and after Portal 2, it doesn't seem like it's going to change anytime soon. Getting to hear the stories of the development of their games is always fun to read, and this was no exception.",2011-05-18 03:02:00
gameslice:p193:c3,193,3,Sean Mitchell,"Very nicely done, Valve. A nice backstage look to Portal 2, as well as many other aspects of Valve. The $1.99 was totally worth it.",2011-05-18 02:55:00
gameslice:p193:c4,193,4,Andrew,I learned somethings that would have never known. Thanks a lot!,2011-05-18 02:52:00
gameslice:p193:c5,193,5,Guillermo Sotuyo,I enjoyed every SINGLE page of it...wish i had an Ipad to enjoy this every moment,2011-05-18 02:46:00
gameslice:p193:c6,193,6,Ian Price,Its amazing the trials and toil that you guys had to go through to get this made. For us....the Fans! You guys are incredibly awesome.,2011-05-18 02:42:00
gameslice:p193:c7,193,7,Avivi,A heart on a box kind of tale.  Looking forward to the possibility of others.,2011-05-18 02:40:00
gameslice:p193:c8,193,8,Brandon,Great read. Hope to see more of these.,2011-05-18 02:37:00
gameslice:p193:c9,193,9,Anders,"This was a really good story. I had my doubts when I bought this story on Steam, but this was well worth it.",2011-05-18 02:35:00
gameslice:p193:c10,193,10,Michael Dinh (marioguy2600),"Wow, just wow. This is a very well writen book, the interactive parts were well done, and this is just amazing.",2011-05-18 02:32:00
gameslice:p194:c1,194,1,Kaleb,"Usually, I don't care to read about the making of something. Whether its a movie, book, game, or something else, I usually don't care how it was made. Usually. I'm glad I spent the money on this, and thrilled to learn the more about one of my personal favorite games. It was well-worth it, and everyone in here, from Valve, to Jonathan Coulton, to the writer of this book, did an amazing job that makes me proud to call myself a gamer. Thank you, and keep up the amazing work",2011-05-18 02:30:00
gameslice:p194:c2,194,2,David,"Wow. Very nicely written, and I loved the interaction parts! 
It was very interesting to see the complexity of making one of the best games in history! I'd love to see more of this kind of stuff! Maybe if Valve realizes we actually want Half-Life 2: Epi. 3 and releases it, you could do a Final Hours on that. Then we could see all of their excuses for releasing it late ;)",2011-05-18 02:29:00
gameslice:p194:c3,194,3,Connor Graham,"The table of contents lists the section titles but doesn't give you any information on what each section is actually about. Also, this whole thing looks awful at fullscreen 1440x900.",2011-05-18 02:27:00
gameslice:p194:c4,194,4,Almeida,A great and very interesting read ! Here hoping we will see more of theses for every new Valve game =D,2011-05-18 02:23:00
gameslice:p194:c5,194,5,Patrick,"Great stuff Geoff, special thanks for putting it out on Steam.",2011-05-18 02:23:00
gameslice:p194:c6,194,6,Toni Nordli,"First time I've ever bought an interactive book. Quite the awesomeness. Loved the story. One thing though, it said on the Interactive Highlights include: ""Listen to the songs that inspired the Portal 2 development team""... I thought we were going to get some mp3's, or accsess to full lenght songs. Not listen to 30-seconds-something previews to buy the albums on iTunes. Was a bit bummed about that. Anyway. Absolutely loved everything. I will continue to buy more of these in the future. Cheers.",2011-05-18 02:21:00
gameslice:p194:c7,194,7,Charles,"This was one of the most enjoyable ""making-of"" pieces I've ever read, right up there with Blizzard's! Keep producing more of these Valve, I'll buy them all!",2011-05-18 02:21:00
gameslice:p194:c8,194,8,Doug,"Really great read....absolutely love the early prototype screenshots. Wish there was a bit more technical aspects in the article and some more videos from the ""experiment"" stage but overall really great article. Hope to see more stuff like this in the future",2011-05-18 02:16:00
gameslice:p194:c9,194,9,Nathan,"Truly this did need to be written and I'm honestly very happy to have read it!  Thank you for sharing, it is truly appreciated!",2011-05-18 02:11:00
gameslice:p194:c10,194,10,Nik,"Really nice book, shows how different Valve works",2011-05-18 02:09:00
gameslice:p195:c1,195,1,Rbon,I'd like to see things like this more often. I just love to see the inner workings of game studios.,2011-05-18 02:01:00
gameslice:p195:c2,195,2,Quinn,"I honestly didn't know what to expect from this, but as someone who loves the behind the scenes stories, was looking forward to a quick ""hey here is a 5 mim story"" boy was i wrong. the level of detail, showing the lives of the people and the entire process, warts and all was brilliant. Portal 2 is definitately my game of the year, but knowing this awesome back story makes it 10 times better",2011-05-18 02:01:00
gameslice:p195:c3,195,3,Chase Dunnette,"Best $1.99 I've spent on an app. After just beating the game yesterday, it was the type of commentary that no interview, spoiler cast, or After-Thoughts piece in a magazine could provide. Such interesting details and insight. More journalists should think about this sort of multimedia interaction in the near future.",2011-05-18 02:01:00
gameslice:p195:c4,195,4,Steve Jones,"Awesome to read a bit of history.  The interactivity adds an appreciated layer to the Portal 2 story.  Only issue I found was that none of the polls were working..  Otherwise, 2 bucks happily spent.",2011-05-18 01:53:00
gameslice:p195:c5,195,5,Michael Parmenter,"Brilliant insight into the company that brought us a brilliant game, i love the attention to detail of all the game designers, and how so many small changes could have made the game so very different. i for one love the story that was created by the team and wouldn't want it any other way.",2011-05-18 01:52:00
gameslice:p195:c6,195,6,Nicer,nice,2011-05-18 01:50:00
gameslice:p195:c7,195,7,Thomas,"Well done, this is a great story of how a wonderful game came to life.  Everything was covered from the very begining of Portal to how Valve has been spending its time all these year leading up to release.  The last few words worry me though as to what may or may not come next from Valve.",2011-05-18 01:50:00
gameslice:p195:c8,195,8,Alex,"Fascinating read about Valve's corporate culture, the adoption of new development team members, and some of the ideas that got left behind or squirrelled away for future games. I would have liked to read more about the last-minute cuts to Portal 2, though, such as the removal of the pneumatic vent puzzles.",2011-05-18 01:49:00
gameslice:p195:c9,195,9,RyanD,Thank you for putting this on Steam!,2011-05-18 01:46:00
gameslice:p195:c10,195,10,"Steven \""Matora\""","It's truely amazing to see a company such as Valve from a different perspective, to shed some light on the people that put in the long hours and sleepless nights for themselves, and for us. 

Gabe Newell's connection with his consumers, his partners in the industry as this story behind a story shows us, is truely complex and daunting with endless possibilities for programers and artists as gaming continues to evolve as an industry, as a passtime and as a limitless medium for expression and co-operation.

Thatnk you to all for this rare insight into on of the games that will stick with me, truely, for life. And sorry for that sentence up there..",2011-05-18 01:45:00
gameslice:p196:c1,196,1,"Kevin \""NanoSquid\"" Sapp","Very insightful! I'd love to see more of these stories and peeks behind the curtain of my favorite game company. Also, Ratatat??! You guys ARE the best!",2011-05-18 01:44:00
gameslice:p196:c2,196,2,Ben Borthwick,"Absolutely fantasic and facsinating insight on a superb game and an inspring company. A brilliant piece of work, both the game and this book that really gives an intimate and frank view on this amazing team. An absolute blast to read and I'll be sure to highly reccomend it to my peers and colleagues.",2011-05-18 01:42:00
gameslice:p196:c3,196,3,Joe,"So worth the $2 price tag!  What a pleasure to see an inside look at how our favorite company, Valve, works and operates.  What a making of book should be!  Awesome interactive elements too :)",2011-05-18 01:40:00
gameslice:p196:c4,196,4,nerdwithme,THis was awesome. So glad i bought this.,2011-05-18 01:39:00
gameslice:p196:c5,196,5,Asher,Great insight into the game development world. Wonderful art and wisdom!,2011-05-18 01:38:00
gameslice:p196:c6,196,6,Jeremy I,A very good read. Thank you  for showing us the amazing story behind Portal 2.,2011-05-18 01:37:00
gameslice:p196:c7,196,7,Danny,"This was an incredible look into the backbone of ValvE and the process that was put into what is surely a great contender for Game of the Year. Portal 2 was an unforgettable experience, and learning what it took to make it was well worth the time. ValvE will continue to amaze us with their dedication and flawless products, this documentary on their work for this game made me love them even more.",2011-05-18 01:36:00
gameslice:p196:c8,196,8,Gordon Widener,"Thank you for this! A very worthy addition to the Final Hours series. Which, really, deserves a big thick coffee table version. ;D",2011-05-18 01:34:00
gameslice:p196:c9,196,9,Adam,I LIKE IT A LOT,2011-05-18 01:34:00
gameslice:p196:c10,196,10,Michael,"I really liked it overall, but I feel that the pictures of people at Valve felt really out of place. There were some people given a picture inside a block of text, but it didn't have anything to do with the text at hand.",2011-05-18 01:34:00
gameslice:p197:c1,197,1,Ben Henry,"That was a well written, awesome story on how portal 1 and 2 came into play. It was well worth my money, and I hope to see one of these for every Valve game!",2011-05-18 01:29:00
gameslice:p197:c2,197,2,John,Great insight into the making of Portal 2...,2011-05-18 01:28:00
gameslice:p197:c3,197,3,Stephen,"What an interesting process that goes behind making a game like Portal 2, I wouldn't of expected all of the trouble that you went through but then again I'm not in the games industry. Well done guys.",2011-05-18 01:25:00
gameslice:p197:c4,197,4,Bret,"Good read. Worth the two bucks, I suppose.",2011-05-18 01:24:00
gameslice:p197:c5,197,5,Tyler Jack Nye.,"Dear Valve, Thank you for making this game. And all other games. I'm doing a 30 days of VIDYAGAMES challenge on Facebook (I know but I get bored sometimes) You have won best voice acting (all games), and Portal 2 for game everyone should play. The ending to Portal 2 gave me nice closure. Going up as the italian opera sang I felt wow, I finally got freedom. Then I realized I had connected with this character. And when my old friend popped up I laughed. Thank you so much for all your hard work. I am proud to purchase this and any of your future games. 
See ya around,
Milk5hakes.",2011-05-18 01:13:00
gameslice:p197:c6,197,6,Ataraxis,"Very well written, and surprisingly interesting. Valve is an example of how to run a good VG company, imo.",2011-05-18 01:12:00
gameslice:p197:c7,197,7,Kevin,"If only my English class made us read a story like this. Maybe then I wouldn't despise English class so much. 

Wonderful job. Great to here more about my favorite game ever made. :)",2011-05-18 01:11:00
gameslice:p197:c8,197,8,Juan,"Its incredible to see what goes right under the hood in the making of a superb game such as portal, This work gives a trully humane look to the whole process and I think that for a few minutes we could be part of this.
Thank you for sharing and it has been a wonderful experience :)",2011-05-18 01:10:00
gameslice:p197:c9,197,9,Metin,That was awesome. What an amazing story! That was best 2$ I ever spent.,2011-05-18 01:03:00
gameslice:p197:c10,197,10,evosquest,"Nicely done. A brilliant article and the fact that it was interactive made it more fun. 
I hope they do more of these.
A version for the upcoming Half Life 3 would be great.",2011-05-18 01:03:00
gameslice:p198:c1,198,1,Mi5KL,Awesome,2011-05-18 00:57:00
gameslice:p198:c2,198,2,Eric,"Portal 2 is awesome, and this was really interesting to read, well worth the $2",2011-05-18 00:56:00
gameslice:p198:c3,198,3,matthew,I really want a Portal 3.  You cant just stop making single players. you guys are just to good at making them.  Great story well worth it.  I hope you guys read the feedback cause PORTAL 3 must happen.,2011-05-18 00:56:00
gameslice:p198:c4,198,4,benz9,"Well worth the 2$, hope it does help recover the cost of production.  Some of the pages brought tears to my eyes where I could feel the pain of the developpers (or their joy, I hope).  I did love the game and look forward to the DLC this summer!  Thanks for giving me and my family an insight on a world so many worlds away from our own.",2011-05-18 00:55:00
gameslice:p198:c5,198,5,Dunthyon,"Loved it! ANd the animations and all, I loved them even more!",2011-05-18 00:54:00
gameslice:p198:c6,198,6,Thomas,I enjoyed reading this every bit as much as I enjoyed playing Portal 2. Getting to see how the game came together and how Valve runs its development process just adds to the huge list of good things they do for the community.,2011-05-18 00:47:00
gameslice:p198:c7,198,7,Rene M Jensen,"Very awesome read indeed. Just shows how much goes into making a good game, alot of other companies could learn from this, instead they think you can make a good full AAA title in 1 year if you throw enough people at it.

Hopefully Valve will always be above making crappy games like Call of duty and EA's milking franchises.

Cant wait for the next big Valve game :D",2011-05-18 00:46:00
gameslice:p198:c8,198,8,Roman,What an amazing story!,2011-05-18 00:45:00
gameslice:p198:c9,198,9,Michael F,"Really enjoyed reading this behind the scenes look at a brilliant game made by a brilliant company.

Thanks for releasing a PC version.",2011-05-18 00:36:00
gameslice:p198:c10,198,10,Chariflame,"Amazing game, and a brilliant behind-the-scenes look at it! Things like these and Raising the Bar really add a whole new layer to a game (as deep as they already are!) and it's much appreciated. :)",2011-05-18 00:32:00
gameslice:p199:c1,199,1,Robert Thomson,Well worth the download price! I'm not done P2 single play yet but enjoying every minute of it.  This adds to my enjoyment.,2011-05-18 00:31:00
gameslice:p199:c2,199,2,Dalfem,"Uuuuuh, that was a long reading, but worth it, really amazing.",2011-05-18 00:30:00
gameslice:p199:c3,199,3,SmashD,"Now I am sitting here, initially just wanted to take a brief look into this, and it's 2:25am already. I've saved the YouTube 40 minute Gabe Highschool video for later. Too late now ;)
Oh btw, am I the only one where the polls don't work at all?",2011-05-18 00:26:00
gameslice:p199:c4,199,4,Dan Lindberg,"It was a pleasure to read about the people responsible for creating these brilliant games, reading about their struggles, their frustrations, getting a glimpse into their process, seeing some of the iterations of environment and character concept art, reading about the history of the team, their backgrounds, their quirks. Money well spent, I hope to purchase more ""books"" like this in the future.",2011-05-18 00:26:00
gameslice:p199:c5,199,5,James,"I love books like this , thank you.",2011-05-18 00:23:00
gameslice:p199:c6,199,6,Kiyi,I'm so glad this app got put on Steam.,2011-05-18 00:22:00
gameslice:p199:c7,199,7,Jordy,"I liked this virtual book so much, it worth my 2 dollars, everything that Valve passed to make Portal 2, Left 4 Dead, and the next Half-Life sequence, which I will heavily appreciate to buy. Nicely done Valve",2011-05-18 00:20:00
gameslice:p199:c8,199,8,Daniel Billington,"Absolutley amazing, actually read through the whole thing start to finish without looking away. loved all your labs, one day I will be a tester in that testing lab I'll make sure of that! :P

Great job!",2011-05-18 00:20:00
gameslice:p199:c9,199,9,Jared,"I'm still surprised the Space Core was inspired by a FISH of all things. Also, the polls don't work.",2011-05-18 00:20:00
gameslice:p199:c10,199,10,Pedro,"Amazing work, Geoff. I'm glad I bought this on Steam, even though I've already read a lot about its content before.",2011-05-18 00:15:00
gameslice:p200:c1,200,1,Peter Joy aka the sexy duke,"This was well worth the money. It us always a pleasure to know more about valves workings and all the employees that come up with these incredible ideas. Please keep making these, I had to read the whole thing in one sitting!",2011-05-18 00:15:00
gameslice:p200:c2,200,2,Gabe,"You know, afer reading this, it doesn't matter if you guys ARE working on Half-Life 3. Do what you guys want to do next. Your creative freedom has served you well for Portal 2. Let it decide what you will do next.",2011-05-18 00:13:00
gameslice:p200:c3,200,3,Maxx,What an amazing read I wonder what the secret project is :)!,2011-05-18 00:11:00
gameslice:p200:c4,200,4,Peter,"Just finished reading. I always thought, Valve was something unusual, but now I can clearly see, why I thought that.",2011-05-18 00:09:00
gameslice:p200:c5,200,5,Florent,Fantastic story !,2011-05-18 00:08:00
gameslice:p200:c6,200,6,David,"I usually do not read about the making of games, but this one I quite enjoyed. The ability to interact and watch videos through out the presentation was very nice.",2011-05-18 00:07:00
gameslice:p200:c7,200,7,hool10,"Just like my copy of ""Raising the Bar"", this is a worthy edition of another book of how Valve make GOTY games.",2011-05-18 00:04:00
gameslice:p200:c8,200,8,Jack,if gabe sees this Well i have a perfect idea for F-stop to continue. Just make that a portal 3 pretty much tell fans what they will expect.,2011-05-18 00:01:00
gameslice:p200:c9,200,9,deerinheat,So good. I love Valve.,2011-05-17 23:58:00
gameslice:p200:c10,200,10,Aaron,"Nicely written, telling a lovely story about a group of people with seemingly magical chemistry. Making everyone realize no matter how great, fantastic, funny the end result is, the story that predates it is as important and fantastic in its own right.

Books can be written on this subject sir. Please do.",2011-05-17 08:08:00
gameslice:p201:c1,201,1,Noah,Never thought I'd pay to read about the making of a game. But it was well worth it.,2011-05-17 05:03:00
gameslice:p201:c2,201,2,Jason Sigler,"So glad I finally finished the single-player campaign so I could take in all that this app has to offer. Truly a work of art, not to mention love and dedication. You guys have certainly done everyone at Valve proud with your work and raised the bar for all future tablet publications.",2011-05-17 04:38:00
gameslice:p201:c3,201,3,Matt,Amazing story behind the game. Keep up the amazing work!,2011-05-17 02:08:00
gameslice:p201:c4,201,4,Jonathan,What a great and interactive app. I loved to get more insight into how the valve guys work.,2011-05-16 14:15:00
gameslice:p201:c5,201,5,Mohammed Taher; @robokick,"Finished the game yesterday, and this app made me appreciate Valve and the creative team behind it even more. It's such a tremendous effort to build a flawless game and this app truly shines in presenting it. Congratulations, both for the success of Portal 2 and the fantastic writing & presentation of this app.",2011-05-16 02:41:00
gameslice:p201:c6,201,6,pikamookie,amazing. Read the app in a single sitting. Couldn't put it down!,2011-05-16 02:22:00
gameslice:p201:c7,201,7,Pepe,"Hey, where's day of defeat 2 in that final poll?. Dod2 all the way, baby",2011-05-16 01:33:00
gameslice:p201:c8,201,8,Parker,"Fantastic game - finished it this afternoon and grabbed the app this evening and I think it's the perfect compliment to the game. I hope more games follow up with more in-depth and comprehensive apps such as this. Keep up the industry-leading work, Valve.",2011-05-16 01:01:00
gameslice:p201:c9,201,9,Mario,"I'll never purchase a ""behind the scenes"" product unless it is like this interactive book, I'm in love with the book, thanks for writing it and definitely this is a great format to present such a different array of content.

And to Valve, thanks for another great game! I laughed and laughed for hours!",2011-05-16 00:35:00
gameslice:p201:c10,201,10,Sebastian Larsson,An exellent read with some great interactive features. Well worth the money!,2011-05-15 22:35:00
gameslice:p202:c1,202,1,Flo,Thank you very much for this fantastic app Mr. Keighley. Loved the interactive functions.,2011-05-15 20:49:00
gameslice:p202:c2,202,2,Jorge Moya,One can only wish other games get the same companion app.,2011-05-15 16:15:00
gameslice:p202:c3,202,3,Steven,"A brilliant post-mortem. Great, great work.",2011-05-15 14:45:00
gameslice:p202:c4,202,4,Clay,Excellent read. Very insightful. Helps make the game even more of a personal experience.,2011-05-15 13:39:00
gameslice:p202:c5,202,5,John,Great read! This is surely the future of reporting interactive entertainment industry insights.,2011-05-15 11:21:00
gameslice:p202:c6,202,6,Depreser,I will never buy another valve game if they stop making single player,2011-05-15 07:19:00
gameslice:p202:c7,202,7,John,"The app was fun, a little pricey for what's basically a series of magazine articles though. Plus it relies on external YouTube videos that might go away at any time. Still, a very neat idea. 
Also, after reading about how neat F-STOP supposedly is, I really want to play it now!",2011-05-15 04:19:00
gameslice:p202:c8,202,8,Mark,This app is brilliant. I love all valve games and I love to see behind the sence this app does that in a way that was desgin for the iPad. Keep making these.,2011-05-15 04:17:00
gameslice:p202:c9,202,9,Kyfho33,"Great game, cool app and fun to see a little bit behind the curtain",2011-05-15 02:05:00
gameslice:p202:c10,202,10,Sergio,Just finished the game and also finished the app. Great read with great info (great photos too)! Loved everything about it!,2011-05-15 00:57:00
gameslice:p203:c1,203,1,Gabriella Lopes,"I loved Portal 2, and this app made me understand how awesome and hard it can be to create a game.
Good work!",2011-05-14 23:36:00
gameslice:p203:c2,203,2,Ad van Steenbruggen,"Nice to see behind closed doors of the best game makers arround *****
 ",2011-05-14 23:32:00
gameslice:p203:c3,203,3,Steve,Absolutely loved it. Well worth the asking price.,2011-05-14 21:22:00
